Taxon	Value	Name	UniRuleId
NA	1.10.510.10:FF:000306,1.25.40.10:FF:000318,3.30.200.20:FF:000205	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.20.5.1010:FF:000002,3.20.200.10:FF:000001,3.30.200.20:FF:000129	non-specific serine/threonine protein kinase	ARBA00012513
314147	1.10.510.10:FF:000055	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000080,3.30.200.20:FF:000107	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000141,1.10.510.10:FF:000319	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000245,3.30.200.20:FF:000235	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000375,3.30.200.20:FF:000380	non-specific serine/threonine protein kinase	ARBA00012513
33630	1.10.510.10:FF:000398	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000033	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000035	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000121	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000225	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000288	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000292	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000300	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000312	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000394	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000441	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000443	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000569	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000635	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.1010.10:FF:000019	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000092	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000206	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.310.80:FF:000015	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000006,1.25.40.70:FF:000001,2.60.40.150:FF:000041	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.150.50:FF:000031,1.10.510.10:FF:000107,3.30.200.20:FF:000034	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000147,1.20.1270.250:FF:000002,3.10.20.90:FF:000087	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000262,2.130.10.30:FF:000017,3.30.200.20:FF:000243	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000305,1.25.10.10:FF:000100,1.25.10.10:FF:000154	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000322,3.30.200.20:FF:000324,3.30.70.330:FF:000241	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000344,1.10.510.10:FF:000363,2.60.40.10:FF:000080	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000032,3.30.200.20:FF:000248	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000128,3.30.200.20:FF:000149	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000163,3.30.200.20:FF:000257	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000167,3.30.200.20:FF:000358	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000172,3.30.200.20:FF:000097	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000247,1.20.58.530:FF:000010	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000468,3.30.200.20:FF:000468	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000480,3.30.200.20:FF:000307	non-specific serine/threonine protein kinase	ARBA00012513
142796	1.10.510.10:FF:000802	non-specific serine/threonine protein kinase	ARBA00012513
10239	1.10.510.10:FF:000892	non-specific serine/threonine protein kinase	ARBA00012513
33083	1.10.510.10:FF:001158	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.20.140.20:FF:000002,3.30.565.10:FF:000051	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.25.40.20:FF:000077,1.25.40.20:FF:000089	non-specific serine/threonine protein kinase	ARBA00012513
NA	2.60.40.10:FF:000050,2.60.40.10:FF:000148	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000009	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000024	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000294	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000337	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000348	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000372	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000459	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000497	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000605	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000686	non-specific serine/threonine protein kinase	ARBA00012513
NA	2.60.120.200:FF:000086	non-specific serine/threonine protein kinase	ARBA00012513
NA	2.90.10.10:FF:000009	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000147	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000151	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000309	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000524	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000803	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000001,1.25.40.70:FF:000004,2.60.40.150:FF:000046	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000008,1.25.10.10:FF:000136,3.30.1010.10:FF:000010	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000010,1.25.40.70:FF:000006,2.60.40.150:FF:000087	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.287.110:FF:000002,1.10.510.10:FF:000228,2.60.40.1110:FF:000001	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000058,2.60.120.430:FF:000003,2.60.120.430:FF:000007	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000062,2.30.30.40:FF:000080,2.30.42.10:FF:000016	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000100,1.20.1270.420:FF:000001,3.10.20.90:FF:000112	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000234,2.30.29.30:FF:000081,3.30.200.20:FF:000224	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000246,1.25.10.10:FF:000176,1.25.10.10:FF:000212	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000414,1.10.533.10:FF:000028,3.30.200.20:FF:000368	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000424,1.10.533.10:FF:000027,3.30.200.20:FF:000300	non-specific serine/threonine protein kinase	ARBA00012513
NA	2.60.40.10:FF:000003,2.60.40.10:FF:000031,2.60.40.10:FF:000107	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000011,3.30.1010.10:FF:000015	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000195,3.30.200.20:FF:000182	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000320,3.30.200.20:FF:000314	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000340,3.30.200.20:FF:001008	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000355,3.30.200.20:FF:000180	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000396,3.30.200.20:FF:000297	non-specific serine/threonine protein kinase	ARBA00012513
5820	1.10.510.10:FF:000538	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000602,2.130.10.30:FF:000021	non-specific serine/threonine protein kinase	ARBA00012513
4892	1.10.510.10:FF:000829	non-specific serine/threonine protein kinase	ARBA00012513
5204	1.10.510.10:FF:000915	non-specific serine/threonine protein kinase	ARBA00012513
2058185	1.10.510.10:FF:000946	non-specific serine/threonine protein kinase	ARBA00012513
2731341	1.10.510.10:FF:001645	non-specific serine/threonine protein kinase	ARBA00012513
5782	1.10.510.10:FF:001859	non-specific serine/threonine protein kinase	ARBA00012513
3379134	3.40.50.300:FF:000609	non-specific serine/threonine protein kinase	ARBA00012513
1117	3.40.50.300:FF:001364	non-specific serine/threonine protein kinase	ARBA00012513
1763	3.40.50.300:FF:002867	non-specific serine/threonine protein kinase	ARBA00012513
147367	3.80.10.10:FF:000041	non-specific serine/threonine protein kinase	ARBA00012513
147380	3.80.10.10:FF:000095	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000024	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.1070.11:FF:000045	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000160	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000297	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000333	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000416	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000418	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000515	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000526	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000557	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000572	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000604	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000661	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000678	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000703	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000809	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000949	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:001023	non-specific serine/threonine protein kinase	ARBA00012513
NA	2.60.120.200:FF:000051	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.1010.10:FF:000026	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000200	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000332	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000363	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000379	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000516	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.70.1390:FF:000001	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.70.1390:FF:000005	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.80.10.10:FF:000177	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.80.10.10:FF:000416	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.10.10:FF:000206,3.30.40.10:FF:000057,3.30.800.10:FF:000004	non-specific serine/threonine protein kinase	ARBA00012513
337687	1.10.1100.10:FF:000001,1.20.920.10:FF:000019	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.150.50:FF:000129,1.10.510.10:FF:001060,1.25.40.20:FF:000433	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000146,3.30.200.20:FF:000282,3.80.10.10:FF:000101	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000179,3.30.200.20:FF:000209,4.10.1170.10:FF:000002	non-specific serine/threonine protein kinase	ARBA00012513
10066	1.10.510.10:FF:000184,3.30.200.20:FF:000144	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000221,1.20.58.80:FF:000005,3.30.1520.10:FF:000017	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000351,3.30.200.20:FF:000346,3.30.450.20:FF:000059	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000354,2.60.200.20:FF:000011,3.30.200.20:FF:000255	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000361,1.25.40.20:FF:000138,3.30.70.1390:FF:000002	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000400,3.30.200.20:FF:000444,3.80.10.10:FF:000297	non-specific serine/threonine protein kinase	ARBA00012513
2611352	1.10.510.10:FF:000535,2.30.29.30:FF:000746	non-specific serine/threonine protein kinase	ARBA00012513
451866	1.10.510.10:FF:000624,3.30.200.20:FF:001493	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000950,3.30.200.20:FF:000489,3.80.10.10:FF:001386	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:001213,1.25.10.10:FF:000612,3.30.200.20:FF:000339	non-specific serine/threonine protein kinase	ARBA00012513
119089	1.10.510.10:FF:001234,3.30.200.20:FF:001122	non-specific serine/threonine protein kinase	ARBA00012513
6236	1.10.510.10:FF:001862,3.30.1120.130:FF:000003	non-specific serine/threonine protein kinase	ARBA00012513
39107	2.40.33.10:FF:000023,3.20.20.60:FF:000025	non-specific serine/threonine protein kinase	ARBA00012513
NA	2.60.40.10:FF:000069,2.60.40.10:FF:000543,3.20.200.10:FF:000003	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.30.200.20:FF:000745,3.80.10.10:FF:000591,3.80.10.10:FF:000626	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000161,3.30.200.20:FF:000214	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000390,1.25.40.430:FF:000001	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000431,3.80.10.10:FF:000673	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000435,3.30.200.20:FF:000355	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000472,1.10.533.10:FF:000052	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000483,3.30.200.20:FF:000287	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000494,1.25.40.430:FF:000002	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000564,3.30.200.20:FF:000733	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000683,3.60.40.10:FF:000035	non-specific serine/threonine protein kinase	ARBA00012513
2301119	1.10.510.10:FF:000768	non-specific serine/threonine protein kinase	ARBA00012513
147554	1.10.510.10:FF:000837	non-specific serine/threonine protein kinase	ARBA00012513
6243	1.10.510.10:FF:001613	non-specific serine/threonine protein kinase	ARBA00012513
55885	1.10.510.10:FF:001793	non-specific serine/threonine protein kinase	ARBA00012513
6237	1.10.8.10:FF:000055	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.40.50.300:FF:001028,3.80.10.10:FF:000157	non-specific serine/threonine protein kinase	ARBA00012513
77643	3.60.40.10:FF:000005	non-specific serine/threonine protein kinase	ARBA00012513
NA	3.80.10.10:FF:000215,3.80.10.10:FF:000453	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000183	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000207	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000248	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000275	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000287	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000303	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000310	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000325	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000331	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000335	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000342	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000385	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000395	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000397	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000405	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000407	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000417	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000442	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000532	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000547	non-specific serine/threonine protein kinase	ARBA00012513
NA	1.10.510.10:FF:000650	non-specific serine/threonine protein kinase	ARBA00012513
